,index,Property_type,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Green_area,Construction,Management,Amenities,Connectivity,Lifestyle,Environment,Safety
2660,2660,flat,3 BHK,sector 109,ats kocoon,2.22,2095.0,10596.0,Super Built up area 2095(194.63 sq.m.),3,3,3,20th   of 26 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],20.0,26.0,2095.0,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,5,5,5,4,,,
2661,2661,flat,3 BHK,sector 50,the close north,2.35,1997.0,11767.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3+,8th   of 16 Floors,North-East,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,16.0,1997.0,1850.0,1950.0,0,0,0,0,0,0,15,1,1,5,0,0,1,4,0,1,1,0,5,1,0,3,0,1,165,5,4,4.5,5,4,,,
2662,2662,,house,sector 3 phase 2,independent,1.1,1100.0,10000.0,Built Up area: 1100 (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),5,4,2,1.0,East,undefined,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,900.0,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.5,4,3,4
2663,2663,flat,2 BHK,sector 81,signature global city 81,0.82,949.0,8639.0,Built Up area: 955 (88.72 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2,2,3,2nd   of 2 Floors,East,undefined,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],2.0,2.0,,565.0,955.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,,,,3.5,4,4.5,4.5
2664,2664,flat,3 BHK,sector 67a,ireo the corridors,2.0,1727.0,11580.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,6th   of 19 Floors,,Under Construction,[Safety5 out of 5 Lifestyle4 out of 5 Environment5 out of 5 Connectivity4 out of 5],6.0,19.0,1727.0,1017.0,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,,,,,4,4,5,5
2665,2665,flat,3 BHK,sector 67,ansal api esencia,1.2,1620.0,7407.0,Carpet area: 180 (150.5 sq.m.),3,3,2,1st   of 1 Floors,,undefined,[Green Area5 out of 5 Construction4 out of 5 Management3.5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],1.0,1.0,,180.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,3.5,4,4,,,
2666,2666,,house,sector 26,independent,16.0,4500.0,35556.0,Plot area 500(418.06 sq.m.),5,6,3,2.0,North-East,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,4,0,0,5,0,0,0,,,,,5,5,5,5
2667,2667,flat,3 BHK,sector 83,emaar palm gardens,1.55,1720.0,9011.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4th   of 16 Floors,West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],4.0,16.0,1720.0,1095.0,1400.0,0,1,0,0,0,0,10,1,1,0,0,0,0,3,0,1,0,0,3,0,0,3,0,1,174,5,4,4,5,4,,,
2668,2668,,house,sector 48,vipul tatvam villa,6.4,2592.0,24691.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,Relatively New,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,200.0,240.0,1,1,1,0,0,0,12,1,1,6,0,0,0,4,0,1,1,0,5,0,0,5,0,1,148,,,,,5,4,4,4
2669,2669,,house,sector 9,independent,0.6,558.0,10753.0,Plot area 62(51.84 sq.m.),3,3,1,2.0,,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,5,4
2670,2670,flat,3 BHK,sector 99,assotech blith,1.6,2400.0,6667.0,Built Up area: 2400 (222.97 sq.m.),3,4,0,15th   of 15 Floors,,undefined,[Environment4.5 out of 5 Safety4.5 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5],15.0,15.0,,,2400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,,,,4.5,4,4.5,4.5
2671,2671,flat,2 BHK,sohna road,breez global heights,0.39,950.0,4105.0,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2,2,2,3rd   of 10 Floors,,Relatively New,[Management5 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,10.0,950.0,610.0,720.0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,5,5,5,5,5,,,
2672,2672,flat,3 BHK,sector 65,emaar mgf emerald floors premier,2.35,1450.0,16206.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,2nd   of 4 Floors,South-East,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],2.0,4.0,1650.0,1450.0,1500.0,1,1,0,0,0,0,10,1,1,5,0,0,0,3,0,1,0,0,0,1,0,4,0,1,64,4.5,5,4.5,4.5,4,,,
2673,2673,flat,4 BHK,sector 91,tarc maceo,1.75,1574.0,11121.0,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),4,3,3+,8th   of 13 Floors,South,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],8.0,13.0,2724.0,1573.59,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,5,4,5,4,4,,,
2674,2674,,house,sector 72,tata primanti,8.5,6300.0,13492.0,Plot area 6300(585.29 sq.m.),5,6,3+,10.0,East,Relatively New,[Environment4.5 out of 5 Lifestyle4.5 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],,,,,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,8,0,1,6,0,1,145,,,,,5,4.5,4.5,4.5
2675,2675,flat,3 BHK,sector 88a,godrej icon,1.62,1617.0,10018.0,Super Built up area 1617(150.22 sq.m.),3,2,3+,10th   of 11 Floors,East,Relatively New,nan,10.0,11.0,1617.0,,,1,0,0,0,0,1,4,1,1,4,0,1,0,2,1,1,1,0,0,1,1,0,1,2,49,,,,,,,,
2676,2676,flat,4 BHK,sector 90,dlf regal gardens,1.65,2215.0,7449.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3+,8th   of 19 Floors,East,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,19.0,2215.0,1700.0,1900.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,4.5,4,5,4,,,
2677,2677,flat,3 BHK,sector 49,orchid petals,2.38,2070.0,11497.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2061 sq.ft. (191.47 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3,1st   of 14 Floors,West,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],1.0,14.0,2070.0,1750.0,2061.0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,49,5,5,4,4.5,4,,,
2678,2678,flat,2 BHK,sector 81,bestech park view ananda,0.87,1094.0,7951.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2,2,3,8th   of 15 Floors,West,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],8.0,15.0,1360.0,1094.0,1300.0,0,0,0,0,0,0,5,0,1,4,0,0,0,2,0,0,0,0,4,0,0,2,0,1,95,5,5,5,5,5,,,
2679,2679,flat,4 BHK,sector 69,tulip violet,1.7,1971.0,8623.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12nd   of 14 Floors,North-West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],12.0,14.0,1970.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,5,4,5,5,4.5,,,
2680,2680,flat,3 BHK,sector 82,vatika the seven lamps,1.39,2168.0,6412.0,Super Built up area 2160(200.67 sq.m.),3,3,3+,11st   of 16 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],11.0,16.0,2160.0,,,1,1,0,0,0,0,5,1,1,8,0,0,1,5,0,1,0,1,0,1,0,3,0,1,117,5,5,5,5,4,,,
2681,2681,,house,sector 7,independent,3.0,2610.0,11494.0,Built Up area: 2610 (242.48 sq.m.),7,7,0,3.0,,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,2610.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4,4
2682,2682,flat,3 BHK,sector 54,dlf the grove,5.7,1382.0,41245.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1st   of 1 Floors,East,undefined,[Safety4 out of 5 Lifestyle5 out of 5 Environment4 out of 5 Connectivity4 out of 5],1.0,1.0,,,1382.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,,,,,4,5,4,4
2683,2683,flat,2 BHK,sector 37d,signature global the millennia,0.55,600.0,9166.0,Super Built up area 600(55.74 sq.m.),2,2,3,3rd   of 15 Floors,,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],3.0,15.0,600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,,,,4,4,4,4
2684,2684,flat,3 BHK,sector 56,kanchanjanga tower,1.45,1900.0,7631.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,2nd   of 6 Floors,North,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],2.0,6.0,1900.0,,,0,0,0,0,0,0,4,1,1,4,0,0,0,3,0,1,0,0,0,1,1,3,0,1,126,,,,,5,5,4,4
2685,2685,flat,2 BHK,sohna road,hcbs sports ville,0.28,743.0,3768.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,11st   of 13 Floors,East,Relatively New,[Green Area4 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity2 out of 5],11.0,13.0,,643.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,4,4,4,2,,,
2686,2686,,house,sector 24,dlf city plot phase 3,,,,Built Up area: 5000 (464.52 sq.m.),5,5,3+,4.0,North-East,undefined,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,5000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,4,4
2687,2687,flat,3 BHK,sector 92,dlf the ultima,2.45,2132.0,11491.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,9th   of 29 Floors,South-East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,29.0,2132.0,1500.0,1800.0,0,1,0,0,0,0,10,1,1,8,0,0,0,3,0,1,1,1,5,1,0,0,0,1,174,5,4,4,5,4,,,
2688,2688,flat,2 BHK,sector 33,godrej nature plus,1.25,1385.0,9025.0,Carpet area: 1385 (128.67 sq.m.),2,2,3+,15th   of 22 Floors,,Under Construction,nan,15.0,22.0,,1385.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,,,,,
2689,2689,flat,2 BHK,sector 107,signature global solera,0.36,547.0,6581.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8th   of 14 Floors,South-East,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],8.0,14.0,,547.0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,4.5,4.5,4,4,3,,,
2690,2690,flat,3 BHK,sector 56,sukhshanti apartment,1.7,2200.0,7727.0,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3,3,3,4th   of 8 Floors,South,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],4.0,8.0,,1610.0,2200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,5,5,4,4
2691,2691,flat,4 BHK,sector 72,spaze privy,3.1,4632.0,6692.0,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,5,3+,8th   of 8 Floors,South,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],8.0,8.0,4632.0,2300.0,,1,1,1,1,0,0,30,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,5,4,4,4,5,,,
2692,2692,flat,2 BHK,sector 61,smart world orchard,1.6,1150.0,13913.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3rd   of 4 Floors,East,undefined,nan,3.0,4.0,,1150.0,,1,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,122,,,,,,,,
2693,2693,flat,3 BHK,sector 65,m3m golfestate,4.94,3043.0,16233.0,Super Built up area 3043(282.7 sq.m.),3,4,3,15th   of 40 Floors,North-East,Moderately Old,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],15.0,40.0,3043.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,5,5,5,5,5,,,
2694,2694,,house,sector 38,sector 38 rwa,1.4,585.0,23932.0,Plot area 65(54.35 sq.m.)Built Up area: 62 sq.yards (51.84 sq.m.)Carpet area: 60 sq.yards (50.17 sq.m.),8,8,3,4.0,East,Moderately Old,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,60.0,62.0,0,0,0,0,1,0,17,9,1,7,0,0,0,11,0,1,0,0,0,0,0,11,0,1,40,,,,,5,4,4,4
2695,2695,flat,3 BHK,sector 90,dlf regal gardens,1.25,1935.0,6459.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,10th   of 30 Floors,South,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],10.0,30.0,1703.0,1600.0,1650.0,0,0,0,0,1,0,8,1,1,5,0,0,0,3,0,1,0,0,0,0,0,2,0,1,38,5,4.5,4,5,4,,,
2696,2696,flat,3 BHK,sector 108,raheja vedaanta,0.95,1822.0,5214.0,Super Built up area 1822(169.27 sq.m.),3,3,3,3rd   of 22 Floors,,Relatively New,[Management3 out of 5 Green Area4 out of 5 Construction4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],3.0,22.0,1822.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,4,3,4,4,,,
2697,2697,flat,4 BHK,sector 85,orris aster court premier,1.49,2560.0,5820.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),4,5,3+,10th   of 12 Floors,East,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],10.0,12.0,2560.0,1890.0,2017.0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,5,0,0,0,0,1,84,,,,,5,5,5,4.5
2698,2698,flat,3 BHK,sector 102,shapoorji pallonji joyville gurugram,2.03,1692.0,12000.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),3,3,2,1st   of 26 Floors,,undefined,[Green Area4 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],1.0,26.0,1692.0,1027.68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,5,4,5,4,,,
2699,2699,,house,sector 7,independent,2.43,1632.0,14890.0,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4,4,2,3.0,South-West,Old Property,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,345.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,5,5,4,5
2700,2700,,house,sector 92,ansal heights,2.75,2808.0,9793.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),4,4,3+,3.0,,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3 out of 5],,,,,5000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,5,3
2701,2701,flat,5 BHK,sector 82a,dlf the primus,3.5,2606.0,13430.0,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14th   of 32 Floors,North-East,Relatively New,[Green Area5 out of 5 Amenities5 out of 5 Management4.5 out of 5 Construction4.5 out of 5 Connectivity4 out of 5],14.0,32.0,,2606.0,,1,0,0,0,0,0,51,1,1,7,0,0,1,4,0,1,0,1,6,0,0,5,1,2,49,5,4.5,4.5,5,4,,,
2702,2702,,house,sector 66,emaar mgf marbella,11.0,3240.0,33951.0,Plot area 360(301.01 sq.m.),5,6,3+,2.0,North-East,New Property,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,1,1,1,1,0,0,10,1,1,7,0,0,0,4,0,1,1,0,6,0,0,5,1,1,153,,,,,4,4,3,4
2703,2703,flat,4 BHK,sector 43,dlf royalton tower,6.5,2940.0,22108.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8th   of 19 Floors,West,Relatively New,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],8.0,19.0,2940.0,,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,5,5,5,5
2704,2704,,house,sector 4,independent,0.92,603.0,15257.0,Plot area 67(56.02 sq.m.),4,4,3,4.0,East,Moderately Old,nan,,,,,,0,0,0,0,1,0,10,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2705,2705,,house,sector 47,malibu towne,8.81,3240.0,27191.0,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,Moderately Old,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,0,0,1,0,7,2,0,13,0,0,0,7,0,0,0,0,0,0,0,7,0,1,27,,,,,5,4,5,5
2706,2706,flat,3 BHK,sector 102,emaar gurgaon greens,1.55,1650.0,9393.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,4,3,7th   of 14 Floors,North,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,14.0,1650.0,1022.58,,0,1,0,0,0,0,10,1,1,5,0,0,0,0,0,1,0,0,5,0,0,0,0,1,152,5,4,5,5,4,,,
2707,2707,flat,3 BHK,sector 37d,ramprastha the atrium,1.0,1285.0,7782.0,Super Built up area 1285(119.38 sq.m.),3,3,2,4th   of 13 Floors,,Relatively New,[Management4 out of 5 Green Area5 out of 5 Construction4.5 out of 5 Amenities3.5 out of 5 Connectivity2 out of 5],4.0,13.0,1285.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,5,4.5,4,3.5,2,,,
2708,2708,flat,3 BHK,sector 70a,capital residences 360,1.51,1976.0,7641.0,Super Built up area 1976(183.58 sq.m.),3,3,3,7th   of 22 Floors,South-East,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],7.0,22.0,1976.0,,,0,1,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,49,,,,,4,4,5,4
2709,2709,,house,sector 45,independent,7.35,2475.0,29697.0,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old Property,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],,,,,,1,1,1,1,0,0,9,0,1,9,0,0,0,8,0,1,0,0,0,1,0,0,0,1,61,,,,,5,4,4.5,4.5
2710,2710,flat,3 BHK,sector 70,shree vardhman victoria,1.75,2133.0,8205.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7th   of 18 Floors,,New Property,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity3.5 out of 5],7.0,18.0,1950.0,1161.0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,5,4.5,4.5,3.5,,,
2711,2711,flat,3 BHK,sector 72,tata primanti,3.4,2185.0,15560.0,Super Built up area 2185(202.99 sq.m.),3,4,3+,9th   of 40 Floors,,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,40.0,2185.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,4,5,5,4,,,
2712,2712,flat,3 BHK,sector 50,the close south,3.25,2537.0,12810.0,Carpet area: 2537 (235.7 sq.m.),3,4,3+,4th   of 22 Floors,South-East,Old Property,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],4.0,22.0,,2537.0,,0,1,0,0,0,2,20,1,1,6,1,0,0,4,0,1,0,0,5,1,0,3,1,1,135,5,4.5,4.5,5,4.5,,,
2713,2713,flat,4 BHK,sector 65,emaar mgf emerald floors premier,2.8,1650.0,16969.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3,2nd   of 4 Floors,North,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],2.0,4.0,1975.0,1650.0,1800.0,1,0,0,0,0,0,13,0,1,6,0,0,0,4,0,1,0,0,5,1,0,5,0,1,89,4.5,5,4.5,4.5,4,,,
2714,2714,flat,3 BHK,sector 65,emaar mgf emerald floors premier,2.24,1650.0,13575.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2nd   of 5 Floors,North-West,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],2.0,5.0,,1650.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4.5,5,4.5,4.5,4,,,
2715,2715,flat,3 BHK,sector 107,m3m woodshire,1.45,2361.0,6141.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,7th   of 14 Floors,South,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,14.0,2361.0,,1900.0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,67,4.5,5,4.5,5,4,,,
2716,2716,flat,2 BHK,sector 107,m3m woodshire,0.9,1366.0,6590.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,10th   of 14 Floors,,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],10.0,14.0,1366.0,,,0,0,0,0,1,0,12,1,1,5,1,0,0,2,0,1,1,0,4,0,1,3,0,1,49,4.5,5,4.5,5,4,,,
2717,2717,flat,3 BHK,sector 15,park view apartments,1.6,1450.0,11034.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2nd   of 4 Floors,North-West,Moderately Old,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],2.0,4.0,,1450.0,,0,0,0,1,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,,,,,5,4,4.5,5
2718,2718,flat,4 BHK,sector 72,tata primanti,4.25,3250.0,13076.0,Super Built up area 3250(301.93 sq.m.),4,4,3+,Ground of 4 Floors,North,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],0.0,4.0,3250.0,,,0,1,0,0,0,0,22,1,1,10,0,0,0,6,1,1,0,0,6,0,1,6,0,1,174,4,4,5,5,4,,,
2719,2719,,house,sector 38,independent,8.0,347.0,230547.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,3+,1.0,North,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,215.0,347.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
