Unnamed: 0.1,Unnamed: 0,index,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,TV,Bed,Microwave,Geyser,Fan,Chimney,Water Purifier,Dining Table,Sofa,Fridge,Modular Kitchen,Stove,Light,Curtains,Exhaust Fan,Wardrobe,AC,Washing Machine,furnishing_type,luxury_score,Safety,Lifestyle,Environment,Connectivity,Management,Amenities,Green_area,Construction
1118,1118,1118,Flat,sector 51,orchid island,0.71,900.0,7889.0,Carpet area: 906 (84.17 sq.m.),2,2,1,4th   of 9 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],4.0,9.0,,906.0,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,5.0,5.0,4.5,5.0,4.5
1119,1119,1119,Flat,sector 102,emaar gurgaon greens,1.4,1023.0,13685.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,14.0,1650.0,1022.58,1315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,,,,4.0,5.0,5.0,5.0,4.0
1120,1120,1120,house,sector 23,independent,5.5,2520.0,21825.0,Plot area 280(234.12 sq.m.),8,8,2,3.0,Moderately Old,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,0,1,0,0,0,0,0,11,1,0,0,0,0,1,0,18,0,1,8,0,0,2,76,5.0,5.0,5.0,5.0,,,,
1121,1121,1121,Flat,sector 65,m3m skycity,2.85,1828.0,15591.0,Super Built up area 1828(169.83 sq.m.),3,3,3,43   of 47 Floors,undefined,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],43.0,47.0,1828.0,,1828.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,115,4.0,4.0,4.0,5.0,,,,
1122,1122,1122,Flat,sector 54,sunischit apartments,1.75,2200.0,7955.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3+,6th   of 9 Floors,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity4 out of 5 Safety4 out of 5],6.0,9.0,2200.0,2000.0,2100.0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,0,1,0,24,0,1,4,0,0,2,126,4.0,5.0,4.0,4.0,,,,
1124,1124,1124,Flat,sector 108,sobha city,2.9,2003.0,14478.0,Super Built up area 2003(186.08 sq.m.),3,4,2,11st   of 24 Floors,Relatively New,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],11.0,24.0,2003.0,,2003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4.5,4.5,4.0,4.5,,,,
1125,1125,1125,Flat,sector 65,emaar mgf emerald estate,1.3,631.0,20602.0,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),2,2,2,7th   of 13 Floors,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],7.0,13.0,1020.0,631.0,812.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,,,5.0,4.0,4.0,4.0,4.0
1126,1126,1126,Flat,sector 6,bajrang apartments,0.38,850.0,4471.0,Carpet area: 850 (78.97 sq.m.),2,2,2,1st   of 2 Floors,Moderately Old,[Safety4 out of 5 Lifestyle5 out of 5 Environment4 out of 5 Connectivity5 out of 5],1.0,2.0,,850.0,944.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,4.0,5.0,,,,
1127,1127,1127,Flat,sector 99a,prime habitat,0.27,446.0,6054.0,Carpet area: 448 (41.62 sq.m.),2,2,1,10th   of 12 Floors,Relatively New,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity3 out of 5 Safety3 out of 5],10.0,12.0,,448.0,498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3.0,3.0,4.0,3.0,,,,
1128,1128,1128,Flat,sector 56,the lions cghs,2.05,2150.0,9535.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,4,3,7th   of 9 Floors,Relatively New,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],7.0,9.0,2150.0,1950.0,2000.0,0,1,0,0,1,0,0,0,4,4,1,0,0,0,0,1,0,13,0,1,4,1,0,2,49,4.0,5.0,4.0,5.0,,,,
1129,1129,1129,Flat,dwarka expressway,experion heartsong,1.08,1756.0,6150.0,Built Up area: 1758 (163.32 sq.m.),3,3,0,2.0,Under Construction,,,,,,1758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1130,1130,1130,Flat,sector 65,emaar mgf emerald estate,1.73,1395.0,12401.0,Super Built up area 1395(129.6 sq.m.),3,3,3,9th   of 13 Floors,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],9.0,13.0,1395.0,,1262.0,0,1,0,0,0,3,3,1,5,8,1,1,1,1,1,1,1,14,1,1,3,5,1,1,159,,,,5.0,4.0,4.0,4.0,4.0
1131,1131,1131,Flat,sector 61,smart world orchard,2.0,1549.0,12912.0,Carpet area: 1549 (143.91 sq.m.),3,3,2,3rd   of 4 Floors,undefined,,3.0,4.0,,1549.0,1721.0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,2,0,0,0,61,,,,,,,,
1132,1132,1132,house,sector 82,vatika the seven lamps,1.6,2425.0,6598.0,Plot area 2425(225.29 sq.m.),4,4,3+,16.0,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4.0,4.0,4.0,4.0,,,,
1133,1133,1133,Flat,sector 65,emaar emerald hills,1.95,1400.0,13929.0,Carpet area: 1400 (130.06 sq.m.),3,3,3+,1st   of 2 Floors,New Property,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity5 out of 5],1.0,2.0,,1400.0,1556.0,0,0,1,0,0,0,0,1,3,5,1,1,1,0,0,1,1,6,1,1,3,2,0,1,117,,,,5.0,4.0,5.0,5.0,5.0
1134,1134,1134,house,sector 4,independent,0.85,1130.0,7522.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,1130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,,,,
1135,1135,1135,Flat,sector 109,ats tourmaline,1.75,2150.0,8140.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,9th   of 27 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],9.0,27.0,2150.0,,1946.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,,,,4.5,5.0,4.5,4.5,4.5
1136,1136,1136,house,sector 2,ansals palam vihar,2.68,1557.0,17213.0,Plot area 173(144.65 sq.m.),4,3,2,3.0,Moderately Old,[Environment5 out of 5 Safety4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,0,14,0,1,4,0,0,2,74,4.0,5.0,5.0,5.0,,,,
1137,1137,1137,Flat,sector 92,gls avenue 51,0.42,640.0,6562.0,Carpet area: 640 (59.46 sq.m.),3,3,1,2nd   of 12 Floors,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3 out of 5],2.0,12.0,,640.0,711.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.0,4.0,5.0,4.0,,,,
1138,1138,1138,house,sector 28,independent,4.5,3240.0,13889.0,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,undefined,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,3240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,,,,
1139,1139,1139,Flat,sohna road,trisara our homes 3,0.36,602.0,5980.0,Super Built up area 602(55.93 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),2,2,1,1st   of 4 Floors,New Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],1.0,4.0,602.0,450.0,522.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,4,0,0,0,45,4.0,4.0,4.0,5.0,,,,
1140,1140,1140,house,sector 51,independent,2.25,8100.0,2778.0,Plot area 100(83.61 sq.m.),6,3,3+,3.0,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,2,0,0,0,54,4.0,4.0,5.0,5.0,,,,
1141,1141,1141,Flat,sector 85,godrej air,1.8,1370.0,13139.0,Carpet area: 127.3,3,3,3,30th   of 32 Floors,Under Construction,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],30.0,32.0,,127.3,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,5.0,5.0,5.0,,,,
1142,1142,1142,Flat,sector 37c,imperia the esfera,0.9,1435.0,6272.0,Built Up area: 1435 (133.32 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,9th   of 9 Floors,undefined,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],9.0,9.0,,1100.0,1435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,4.0,4.0,5.0,4.0,,,,
1143,1143,1143,Flat,sector 89,smart world gems,1.1,1103.0,9973.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,3rd   of 4 Floors,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],3.0,4.0,,1103.0,1226.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4.0,4.0,4.0,4.0,,,,
1144,1144,1144,Flat,sector 85,ss the leaf,1.2,1240.0,9677.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,9th   of 26 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],9.0,26.0,1772.0,1240.0,1491.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,148,,,,4.5,4.0,4.0,4.5,4.5
1145,1145,1145,Flat,sector 81,vipul lavanya,0.75,1257.0,5967.0,Carpet area: 1257 (116.78 sq.m.),2,2,2,7th   of 15 Floors,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],7.0,15.0,,1257.0,1397.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,37,,,,4.5,4.0,4.0,5.0,4.5
1146,1146,1146,Flat,sector 68,m3m ikonic,1.78,1950.0,9128.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,27th   of 29 Floors,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5 Safety5 out of 5],27.0,29.0,1950.0,1530.0,1845.0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,1,0,21,1,1,3,5,0,2,126,5.0,4.0,4.0,3.0,,,,
1147,1147,1147,Flat,sector 84,spaze privy at,1.2,1610.0,7453.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3rd   of 10 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,10.0,1610.0,,1457.0,1,0,0,0,0,0,0,0,2,6,1,0,0,0,0,1,0,15,0,1,3,3,0,2,133,,,,5.0,5.0,5.0,5.0,5.0
1148,1148,1148,Flat,sector 91,tarc maceo,0.87,1310.0,6641.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,9th   of 13 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],9.0,13.0,1310.0,1000.0,1148.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,,,4.0,5.0,4.0,5.0,4.0
1149,1149,1149,Flat,sector 79,supertech araville,0.95,1530.0,6209.0,Super Built up area 1530(142.14 sq.m.),2,2,3,7th   of 24 Floors,New Property,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5 Safety4 out of 5],7.0,24.0,1530.0,,1385.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,4.0,3.0,4.0,4.0,,,,
1150,1150,1150,Flat,sector 70a,capital residences 360,1.55,1976.0,7844.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,8th   of 22 Floors,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],8.0,22.0,1976.0,1400.0,1600.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,42,4.0,4.0,5.0,4.0,,,,
1151,1151,1151,Flat,sector 106,paras dews,1.25,1173.0,10656.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,14th   of 24 Floors,Relatively New,,14.0,24.0,1900.0,1173.0,1305.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,,,,,,,,
1152,1152,1152,Flat,sector 99,vatika sovereign park,3.25,3360.0,9673.0,Super Built up area 3360(312.15 sq.m.),4,4,3+,2nd   of 12 Floors,undefined,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],2.0,12.0,3360.0,,3041.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,4.5,4.0,4.5,4.5,,,,
1153,1153,1153,Flat,sector 108,sobha city,2.45,1745.0,14040.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,15th   of 19 Floors,Relatively New,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],15.0,19.0,1745.0,1320.0,1460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,4.5,4.5,4.0,4.5,,,,
1154,1154,1154,Flat,sector 107,signature global solera,0.37,548.0,6752.0,Super Built up area 548(50.91 sq.m.),2,2,1,10th   of 14 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],10.0,14.0,548.0,,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,,,,3.0,4.0,4.0,4.5,4.5
1155,1155,1155,Flat,sector 85,ss the leaf,1.78,2408.0,7392.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,6th   of 26 Floors,New Property,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],6.0,26.0,2408.0,,2179.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,113,,,,4.5,4.0,4.0,4.5,4.5
1156,1156,1156,Flat,sector 109,ats tourmaline,1.4,1750.0,8000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,8th   of 27 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],8.0,27.0,1750.0,1350.0,1466.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119,,,,4.5,5.0,4.5,4.5,4.5
1157,1157,1157,Flat,sohna road,signature global park,0.9,1120.0,8036.0,Built Up area: 1120 (104.05 sq.m.),3,2,0,2nd   of 2 Floors,undefined,[Green Area5 out of 5 Amenities5 out of 5 Management4 out of 5 Construction5 out of 5 Connectivity5 out of 5],2.0,2.0,,,1120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,,,,5.0,4.0,5.0,5.0,5.0
1158,1158,1158,Flat,manesar,professional society,0.75,2445.0,3067.0,Carpet area: 2445 (227.15 sq.m.),3,4,3,3rd   of 12 Floors,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],3.0,12.0,,2445.0,2717.0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,4.0,4.0,4.0,4.5,,,,
1159,1159,1159,Flat,sector 37d,bptp terra,1.75,2191.0,7987.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3,7th   of 23 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],7.0,23.0,2191.0,1800.0,2100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,1,6,0,2,120,,,,4.0,4.5,4.5,4.5,4.5
1160,1160,1160,Flat,sector 90,shree vardhman flora,0.65,957.0,6792.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,9th   of 13 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity5 out of 5],9.0,13.0,1350.0,950.0,1050.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,,,,5.0,4.0,5.0,5.0,5.0
1161,1161,1161,Flat,sector 67,ireo victory valley,4.55,3130.0,14537.0,Super Built up area 3130(290.79 sq.m.),4,4,3+,19th   of 39 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities4 out of 5 Connectivity5 out of 5],19.0,39.0,3130.0,,2833.0,0,1,0,0,0,0,0,0,4,6,1,0,0,0,0,1,1,15,1,1,4,5,0,2,156,,,,5.0,4.5,4.0,5.0,4.0
1162,1162,1162,Flat,sector 85,ss the leaf,1.58,2048.0,7715.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 2048 sq.ft. (190.27 sq.m.),3,4,3,8th   of 24 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],8.0,24.0,2408.0,2048.0,2227.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,,,,4.5,4.0,4.0,4.5,4.5
1163,1163,1163,Flat,sector 72,tata primanti,3.5,3063.0,11427.0,Built Up area: 2625 (243.87 sq.m.),4,5,3+,16th   of 41 Floors,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],16.0,41.0,,,2625.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,,,4.0,5.0,5.0,4.0,4.0
1164,1164,1164,Flat,sector 104,puri emerald bay,1.59,1458.0,10905.0,Super Built up area 1550(144 sq.m.),2,2,2,12nd   of 29 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],12.0,29.0,1550.0,,1403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,121,,,,4.0,5.0,5.0,5.0,5.0
1165,1165,1165,Flat,sector 14,vasant appartments,1.7,2300.0,7391.0,Carpet area: 2300 (213.68 sq.m.),5,5,2,2nd   of 3 Floors,Old Property,[Connectivity5 out of 5 Lifestyle5 out of 5 Safety4 out of 5 Environment4 out of 5],2.0,3.0,,2300.0,2556.0,1,0,1,1,0,0,4,1,2,10,1,1,0,0,0,1,0,10,0,1,5,2,1,1,71,4.0,5.0,4.0,5.0,,,,
1166,1166,1166,Flat,sector 28,chanderlok society,0.9,1244.0,7235.0,Carpet area: 1244 (115.57 sq.m.),4,2,3+,1st   of 2 Floors,Old Property,[Safety5 out of 5 Lifestyle4 out of 5 Environment5 out of 5 Connectivity5 out of 5],1.0,2.0,,1244.0,1382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,,,,
1167,1167,1167,Flat,sector 108,experion the heartsong,2.28,2779.0,8204.0,Super Built up area 2779(258.18 sq.m.),4,5,3+,8th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,14.0,2779.0,,2515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,,,,4.0,4.0,5.0,5.0,4.0
1168,1168,1168,Flat,sector 85,ss the leaf,1.06,1671.0,6344.0,Super Built up area 1671(155.24 sq.m.),2,2,2,12nd   of 26 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],12.0,26.0,1671.0,,1512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,4.5,4.0,4.0,4.5,4.5
1169,1169,1169,Flat,sector 79,mapsko mount ville,1.3,1620.0,8025.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,1st   of 30 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],1.0,30.0,1620.0,863.91,1213.0,0,0,0,0,0,0,0,0,3,5,1,0,1,0,0,1,1,14,1,1,3,4,0,2,140,,,,4.0,5.0,5.0,5.0,5.0
1170,1170,1170,Flat,sector 33,godrej nature plus,1.2,835.0,14371.0,Carpet area: 77.53,2,2,3,1st   of 22 Floors,undefined,,1.0,22.0,,77.53,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,,,,,,,
1171,1171,1171,Flat,sector 86,dlf new town heights,1.3,1930.0,6736.0,Super Built up area 1930(179.3 sq.m.),3,3,3,12nd   of 22 Floors,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],12.0,22.0,1930.0,,1747.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,,,3.0,4.5,5.0,5.0,4.5
1172,1172,1172,Flat,sector 69,tulip violet,1.85,2010.0,9204.0,Super Built up area 2010(186.74 sq.m.),4,4,2,14th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],14.0,14.0,2010.0,,1819.0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,6,1,1,4,0,0,2,157,,,,4.5,5.0,5.0,5.0,4.0
1173,1173,1173,Flat,sector 67,m3m merlin,2.78,2047.0,13581.0,Super Built up area 2047(190.17 sq.m.),3,3,3+,4th   of 21 Floors,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],4.0,21.0,2047.0,,2047.0,0,0,0,1,0,0,0,0,4,5,1,0,0,0,0,1,1,16,1,1,4,5,0,2,157,,,,4.0,4.0,5.0,4.0,4.0
1174,1174,1174,Flat,sohna road,eldeco accolade,0.72,1255.0,5737.0,Carpet area: 1264 (117.43 sq.m.),2,2,3,8th   of 18 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity3.5 out of 5],8.0,18.0,,1264.0,1404.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,153,,,,3.5,4.0,5.0,5.0,4.5
1175,1175,1175,house,sector 2,independent,2.5,1557.0,16057.0,Plot area 173(144.65 sq.m.),4,4,2,4.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4.0,5.0,5.0,5.0,,,,
1176,1176,1176,Flat,sector 112,experion windchants,3.29,2802.0,11742.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,3+,2nd   of 28 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],2.0,28.0,2802.0,,2225.56,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,1,0,5,0,2,152,,,,3.0,5.0,5.0,5.0,5.0
1177,1177,1177,Flat,sector 57,ansal harmony homes,1.12,1050.0,10667.0,Super Built up area 1050(97.55 sq.m.),2,2,1,Ground of 3 Floors,Old Property,[Management3 out of 5 Green Area4.5 out of 5 Construction3 out of 5 Amenities3.5 out of 5 Connectivity4 out of 5],0.0,3.0,1050.0,,950.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,72,,,,4.0,3.0,3.5,4.5,3.0
